machine,compiler,repetition,query,engine,threads,query_label,time,task-clock:u,context-switches:u,cpu-migrations:u,page-faults:u,cycles:u,instructions:u,branches:u,branch-misses:u,L1-dcache-loads:u,L1-dcache-load-misses:u,LLC-loads:u,LLC-load-misses:u,L1-icache-loads:u,L1-icache-load-misses:u,dTLB-loads:u,dTLB-load-misses:u,iTLB-loads:u,iTLB-load-misses:u,L1-dcache-prefetches:u,L1-dcache-prefetch-misses:u
parmesan,gcc,0,5,vectorwise,83,q5 vectorwise,116.036,53275.68,0.0,0.0,516931.0,114023451035.0,159033640808.0,,281273575.0,48699630875.0,1647838833.0,2278714569.0,1856984294.0,28029824822.0,3190801.0,47677417221.0,1456276331.0,16417662729.0,57981.0,,
parmesan,gcc,0,5,hyper,83,q5 hyper,118.691,60637.2,0.0,0.0,533311.0,139153114079.0,103824574807.0,,616694814.0,56276256148.0,1742473179.0,2502452213.0,2006149159.0,27099001629.0,2216454.0,55795989605.0,1660793292.0,22376456253.0,261862.0,,
parmesan,clang,0,5,hyper,83,q5 hyper,118.287,60460.48,0.0,0.0,533406.0,147859691258.0,110676742201.0,,614662139.0,57641764226.0,1742648355.0,2508937320.0,2010841419.0,27523036741.0,2154294.0,52013644058.0,1553902338.0,23368470763.0,243124.0,,
parmesan,clang,0,5,vectorwise,83,q5 vectorwise,122.539,55433.15,0.0,0.0,519980.0,122315338417.0,183409328773.0,,315163156.0,53228818865.0,1599639986.0,2231305861.0,1766327437.0,43522198587.0,2807171.0,63445381760.0,1315570277.0,16054179848.0,131117.0,,
parmesan,gcc,0,5,vectorwise,84,q5 vectorwise,115.553,53532.15,0.0,0.0,520324.0,117103782205.0,159094260505.0,,282593089.0,50128570836.0,1605646887.0,2275911545.0,1855407189.0,28060731607.0,3403007.0,48089738144.0,1451059064.0,16443213208.0,103843.0,,
parmesan,gcc,0,5,hyper,84,q5 hyper,118.114,61403.7,0.0,0.0,533565.0,144975389917.0,111722615287.0,,506379651.0,57110461201.0,1763022400.0,2447600058.0,1956019838.0,29112349379.0,2668769.0,50878479036.0,1614185450.0,24475609053.0,254469.0,,
parmesan,clang,0,5,hyper,84,q5 hyper,118.011,60698.09,0.0,0.0,529905.0,147022718897.0,108292742170.0,,660321802.0,57050953781.0,1722074459.0,2489537388.0,2026410838.0,26918970245.0,2013425.0,51767732382.0,1637219797.0,21464807967.0,233903.0,,
parmesan,clang,0,5,vectorwise,84,q5 vectorwise,121.293,55984.31,0.0,0.0,523847.0,124645221096.0,225862749965.0,,282303091.0,55825504312.0,1584609440.0,2246916408.0,1834985560.0,36151219763.0,3090682.0,56630022305.0,1474444039.0,17168450341.0,185006.0,,
parmesan,gcc,0,5,vectorwise,85,q5 vectorwise,114.698,54416.96,0.0,0.0,520927.0,112675646925.0,152186171455.0,,270484462.0,52482000472.0,1659820259.0,2326763459.0,1848754121.0,30539361842.0,3207135.0,48834721154.0,1420039965.0,16143752470.0,101854.0,,
parmesan,gcc,0,5,hyper,85,q5 hyper,116.85,61351.51,0.0,0.0,530361.0,152733480299.0,118882061664.0,,602694782.0,57609891717.0,1673768588.0,2375221435.0,1966164594.0,27339910655.0,1901266.0,51541899740.0,1639045740.0,21457875510.0,206963.0,,
